Age,Gender,Income,Education,Marital Status,Number of Children,Home Ownership,Credit Score
45,Male,119676,Master's Degree,Married,1,Owned,High
45,Female,63972,Associate's Degree,Married,3,Owned,Average
30,Male,141826,Master's Degree,Married,0,Owned,High
30,Female,112835,Bachelor's Degree,Married,2,Owned,High
45,Male,146416,Master's Degree,Single,0,Rented,High
40,Male,68587,Associate's Degree,Married,2,Owned,Average
40,Male,174553,Master's Degree,Single,0,Owned,High
40,Female,34980,High School Diploma,Single,0,Owned,Low
50,Female,214141,Master's Degree,Single,0,Rented,High
53,Female,203739,Master's Degree,Married,0,Owned,High
30,Male,144833,Master's Degree,Married,3,Owned,High
40,Female,140895,Doctorate,Single,0,Owned,High
45,Male,66532,High School Diploma,Married,2,Owned,Average
25,Female,56240,High School Diploma,Married,3,Rented,Average
35,Female,54757,Associate's Degree,Married,0,Owned,Average
30,Female,56613,Associate's Degree,Married,0,Owned,Average
35,Male,120722,Doctorate,Single,0,Owned,High
53,Female,94014,Bachelor's Degree,Single,0,Rented,Average
45,Male,92578,Associate's Degree,Married,3,Rented,Average
30,Male,30829,High School Diploma,Married,0,Owned,Low
45,Male,157442,Doctorate,Married,2,Rented,High
45,Male,176001,Master's Degree,Married,2,Rented,High
35,Female,144907,Master's Degree,Married,3,Owned,High
40,Female,52734,Associate's Degree,Married,2,Owned,Average
50,Female,165981,Doctorate,Married,3,Owned,High
40,Female,84025,Associate's Degree,Married,0,Rented,Average
50,Female,113565,Bachelor's Degree,Single,0,Owned,High
25,Female,162012,Doctorate,Married,1,Owned,High
25,Female,105469,Doctorate,Married,3,Owned,High
25,Male,116987,Master's Degree,Married,0,Rented,High
50,Male,66063,High School Diploma,Married,3,Owned,Average
53,Male,89164,High School Diploma,Single,0,Owned,Average
30,Female,93225,Associate's Degree,Single,0,Rented,Average
30,Female,75744,Associate's Degree,Single,0,Rented,Average
40,Female,71662,High School Diploma,Married,3,Rented,Average
40,Male,166066,Master's Degree,Single,0,Owned,High
35,Female,146424,Bachelor's Degree,Single,0,Rented,High
30,Male,142201,Master's Degree,Single,0,Owned,High
45,Male,96072,Associate's Degree,Married,2,Owned,Average
40,Female,39678,High School Diploma,Single,0,Owned,Low
35,Male,147339,Master's Degree,Single,0,Rented,High
40,Female,158879,Bachelor's Degree,Married,3,Rented,High
40,Male,71128,Associate's Degree,Married,0,Rented,Average
35,Male,185476,Doctorate,Married,3,Owned,High
25,Female,140977,Doctorate,Married,1,Owned,High
25,Female,66100,Bachelor's Degree,Married,3,Owned,Average
25,Female,75449,Bachelor's Degree,Single,0,Owned,Average
40,Male,91006,Associate's Degree,Married,2,Owned,Average
40,Female,109497,Bachelor's Degree,Married,0,Rented,High
30,Male,129244,Bachelor's Degree,Single,0,Rented,High
40,Male,81157,Associate's Degree,Single,0,Owned,Average
35,Male,140754,Doctorate,Married,0,Rented,High
50,Female,41621,High School Diploma,Single,0,Owned,Low
25,Male,88285,Bachelor's Degree,Married,2,Owned,Average
35,Female,89262,Bachelor's Degree,Married,2,Rented,Average
45,Male,38731,High School Diploma,Single,0,Owned,Low
30,Female,120676,Bachelor's Degree,Married,1,Owned,High
30,Male,179698,Doctorate,Single,0,Rented,High
45,Female,122718,Associate's Degree,Married,2,Owned,High
25,Male,112306,Master's Degree,Single,0,Owned,High
50,Male,106910,Associate's Degree,Single,0,Rented,High
53,Male,207328,Master's Degree,Married,2,Rented,High
30,Female,180678,Doctorate,Single,0,Rented,High
30,Female,124604,Doctorate,Married,3,Owned,High
30,Male,155768,Doctorate,Single,0,Rented,High
53,Female,81031,High School Diploma,Married,3,Rented,Average
53,Male,89133,Bachelor's Degree,Married,0,Rented,Average
50,Female,64094,Associate's Degree,Married,3,Owned,Average
30,Female,141877,Master's Degree,Single,0,Owned,High
50,Male,114079,Bachelor's Degree,Single,0,Owned,High
45,Female,51668,High School Diploma,Married,0,Owned,Average
35,Female,133676,Master's Degree,Married,0,Rented,High
30,Female,82716,Bachelor's Degree,Single,0,Owned,Average
35,Female,75978,Bachelor's Degree,Married,0,Owned,Average
50,Male,180887,Bachelor's Degree,Single,0,Rented,High
53,Female,103614,Bachelor's Degree,Married,1,Rented,High
25,Female,112146,Master's Degree,Married,2,Rented,High
50,Male,182360,Bachelor's Degree,Single,0,Owned,High
45,Female,78395,Bachelor's Degree,Married,0,Owned,Average
50,Female,178998,Doctorate,Married,3,Owned,High
25,Male,74299,High School Diploma,Single,0,Rented,Average
40,Female,109796,Associate's Degree,Married,1,Owned,High
40,Female,110815,Associate's Degree,Married,1,Owned,High
30,Female,109152,Bachelor's Degree,Married,2,Owned,High
40,Male,122571,Doctorate,Single,0,Owned,High
45,Female,162404,Doctorate,Married,2,Owned,High
35,Female,87175,Associate's Degree,Married,1,Owned,Average
45,Male,113506,Bachelor's Degree,Married,1,Owned,High
40,Male,61608,High School Diploma,Married,2,Rented,Average
50,Male,64841,Associate's Degree,Married,0,Owned,Average
30,Female,128993,Bachelor's Degree,Married,0,Owned,High
50,Male,179830,Master's Degree,Single,0,Owned,High
40,Male,71008,High School Diploma,Single,0,Owned,Average
40,Female,92358,High School Diploma,Married,2,Rented,Average
50,Male,95109,Associate's Degree,Single,0,Rented,Average
35,Female,54862,Associate's Degree,Married,2,Rented,Average
35,Female,61786,High School Diploma,Married,2,Rented,Average
35,Female,131319,Bachelor's Degree,Married,1,Owned,High
50,Female,66195,Associate's Degree,Married,2,Owned,Average
40,Male,122538,Doctorate,Married,1,Owned,High
40,Female,81766,Bachelor's Degree,Single,0,Rented,Average
45,Male,120662,Bachelor's Degree,Married,0,Rented,High
40,Female,66521,Associate's Degree,Single,0,Owned,Average
35,Male,196948,Doctorate,Married,2,Owned,High
45,Male,137712,Doctorate,Single,0,Owned,High
25,Female,77750,Associate's Degree,Married,1,Rented,Average
30,Female,115812,Bachelor's Degree,Single,0,Rented,High
35,Female,60248,High School Diploma,Married,2,Owned,Average
53,Male,59624,High School Diploma,Single,0,Owned,Average
50,Male,77206,High School Diploma,Single,0,Owned,Average
30,Female,113937,Master's Degree,Married,2,Owned,High
40,Male,88773,Bachelor's Degree,Single,0,Rented,Average
30,Female,118585,Bachelor's Degree,Married,3,Owned,High
35,Male,84736,High School Diploma,Married,0,Rented,Average
35,Male,167447,Master's Degree,Married,3,Owned,High
50,Female,165499,Bachelor's Degree,Married,2,Rented,High
45,Male,119126,Master's Degree,Single,0,Rented,High
35,Female,178331,Master's Degree,Married,3,Rented,High
35,Male,179781,Master's Degree,Married,0,Rented,High
40,Male,120593,Master's Degree,Married,2,Owned,High
35,Male,152080,Doctorate,Single,0,Rented,High
45,Female,64321,Associate's Degree,Single,0,Rented,Average
25,Female,117636,Doctorate,Single,0,Rented,High
35,Male,153308,Doctorate,Single,0,Owned,High
30,Male,151035,Master's Degree,Single,0,Owned,High
35,Female,88225,Bachelor's Degree,Married,3,Owned,Average
30,Female,116662,Doctorate,Married,1,Owned,High
25,Male,145878,Master's Degree,Single,0,Rented,High
45,Male,178079,Doctorate,Single,0,Rented,High
35,Female,73087,Bachelor's Degree,Single,0,Owned,Average
35,Male,64424,High School Diploma,Single,0,Owned,Average
30,Male,90591,Associate's Degree,Married,1,Owned,Average
30,Male,141583,Master's Degree,Married,3,Rented,High
25,Male,51590,Associate's Degree,Married,3,Rented,Average
25,Male,45836,High School Diploma,Married,2,Owned,Low
40,Female,182571,Master's Degree,Single,0,Owned,High
25,Female,107938,Bachelor's Degree,Married,1,Owned,High
50,Female,74947,High School Diploma,Married,3,Rented,Average
35,Female,80146,Associate's Degree,Single,0,Rented,Average
40,Female,53929,High School Diploma,Married,0,Rented,Average
50,Female,154666,Bachelor's Degree,Married,1,Owned,High
45,Male,189232,Doctorate,Married,2,Owned,High
53,Female,110388,Bachelor's Degree,Married,2,Owned,High
35,Male,92183,Associate's Degree,Married,1,Owned,Average
35,Male,206262,Doctorate,Married,3,Rented,High
25,Female,149855,Doctorate,Single,0,Owned,High
50,Female,54599,High School Diploma,Single,0,Rented,Average
53,Male,75593,High School Diploma,Single,0,Rented,Average
30,Female,106628,Bachelor's Degree,Married,2,Owned,High
50,Male,158151,Doctorate,Married,0,Rented,High
40,Male,105327,Associate's Degree,Married,0,Owned,High
25,Male,99056,Master's Degree,Married,0,Owned,Average
30,Female,78926,High School Diploma,Single,0,Rented,Average
30,Female,27594,High School Diploma,Married,0,Owned,Low
25,Male,56952,Bachelor's Degree,Married,1,Rented,Average
35,Male,128864,Doctorate,Married,1,Owned,High
35,Female,177043,Doctorate,Married,0,Owned,High
25,Female,99181,Master's Degree,Married,2,Rented,Average
25,Male,80941,Bachelor's Degree,Married,0,Rented,Average
30,Male,56153,High School Diploma,Single,0,Rented,Average
35,Female,53509,Associate's Degree,Single,0,Rented,Average
35,Male,126071,Doctorate,Single,0,Owned,High
30,Female,116868,Bachelor's Degree,Married,0,Owned,High
45,Male,78828,High School Diploma,Single,0,Rented,Average
50,Female,103573,Bachelor's Degree,Married,2,Owned,High
40,Female,144239,Bachelor's Degree,Single,0,Rented,High
30,Male,111556,Master's Degree,Married,0,Owned,High
50,Male,206704,Master's Degree,Married,3,Owned,High
30,Female,117770,Bachelor's Degree,Married,3,Rented,High
35,Female,166828,Master's Degree,Single,0,Rented,High
25,Female,134565,Master's Degree,Married,2,Rented,High
53,Female,197332,Master's Degree,Married,0,Owned,High
35,Female,68318,Bachelor's Degree,Married,3,Owned,Average
45,Female,96845,High School Diploma,Married,0,Owned,Average
35,Female,74861,Associate's Degree,Married,1,Rented,Average
25,Female,134035,Master's Degree,Married,1,Owned,High
25,Male,65565,Associate's Degree,Married,1,Rented,Average
25,Male,107218,Doctorate,Single,0,Rented,High
45,Male,55413,High School Diploma,Married,3,Rented,Average
35,Male,129449,Master's Degree,Single,0,Owned,High
35,Female,40523,High School Diploma,Single,0,Owned,Low
35,Male,44994,High School Diploma,Single,0,Rented,Low
35,Female,190904,Doctorate,Single,0,Owned,High
25,Male,119405,Bachelor's Degree,Married,0,Owned,High
40,Female,110394,Associate's Degree,Married,0,Owned,High
30,Female,59455,High School Diploma,Married,1,Rented,Average
30,Male,45046,Associate's Degree,Married,2,Rented,Low
35,Female,78578,Associate's Degree,Married,2,Owned,Average
53,Female,215229,Doctorate,Married,2,Rented,High
25,Male,80923,Associate's Degree,Married,3,Rented,Average
45,Female,86930,Associate's Degree,Married,1,Owned,Average
35,Male,69278,High School Diploma,Single,0,Owned,Average
30,Male,63557,High School Diploma,Single,0,Rented,Average
35,Male,136378,Doctorate,Married,2,Rented,High
35,Female,134275,Doctorate,Married,1,Owned,High
35,Female,50322,High School Diploma,Married,3,Rented,Average
35,Male,76584,High School Diploma,Married,1,Owned,Average
50,Female,204870,Doctorate,Married,0,Owned,High
25,Female,97516,Master's Degree,Married,0,Rented,Average
40,Female,62746,High School Diploma,Single,0,Owned,Average
40,Female,102674,Bachelor's Degree,Married,0,Owned,High
50,Female,181295,Bachelor's Degree,Married,0,Owned,High
40,Female,179776,Doctorate,Married,2,Owned,High
45,Female,67384,High School Diploma,Married,1,Owned,Average
45,Female,106420,Bachelor's Degree,Married,0,Owned,High
35,Male,81518,Associate's Degree,Married,0,Rented,Average
35,Female,130633,Bachelor's Degree,Married,3,Owned,High
30,Female,61407,High School Diploma,Married,1,Owned,Average
45,Female,144732,Master's Degree,Married,3,Owned,High
45,Female,103300,Bachelor's Degree,Single,0,Owned,High
30,Female,121842,Bachelor's Degree,Married,3,Owned,High
30,Male,144940,Master's Degree,Married,3,Rented,High
35,Female,100097,Bachelor's Degree,Married,1,Owned,High
30,Female,36781,High School Diploma,Single,0,Owned,Low
40,Male,70944,Associate's Degree,Single,0,Rented,Average
35,Female,60516,Associate's Degree,Married,1,Owned,Average
40,Female,111162,Associate's Degree,Married,3,Owned,High
50,Male,60210,Associate's Degree,Married,2,Owned,Average
40,Female,187192,Master's Degree,Single,0,Owned,High
40,Male,67366,Associate's Degree,Married,3,Rented,Average
45,Male,126378,Bachelor's Degree,Married,2,Owned,High
25,Male,96629,Doctorate,Married,0,Rented,Average
35,Male,137223,Bachelor's Degree,Married,3,Owned,High
35,Female,110826,Bachelor's Degree,Married,1,Rented,High
40,Male,133508,Master's Degree,Married,2,Rented,High
25,Female,111678,Master's Degree,Single,0,Owned,High
30,Female,157323,Master's Degree,Married,3,Owned,High
40,Female,180492,Master's Degree,Married,2,Owned,High
35,Female,147596,Bachelor's Degree,Single,0,Rented,High
40,Male,151678,Bachelor's Degree,Married,0,Rented,High
35,Female,71379,Associate's Degree,Married,3,Rented,Average
30,Male,153428,Master's Degree,Married,0,Rented,High
45,Male,42865,High School Diploma,Single,0,Owned,Low
40,Female,82360,High School Diploma,Single,0,Rented,Average
30,Female,92213,Associate's Degree,Single,0,Rented,Average
25,Female,121383,Master's Degree,Single,0,Owned,High
40,Female,66688,Associate's Degree,Single,0,Owned,Average
35,Female,183681,Doctorate,Married,0,Rented,High
35,Male,128540,Master's Degree,Married,1,Owned,High
35,Female,135007,Master's Degree,Married,0,Rented,High
45,Male,112132,Master's Degree,Married,1,Rented,High
35,Male,34098,High School Diploma,Single,0,Owned,Low
50,Male,105448,High School Diploma,Married,2,Rented,High
50,Male,83321,Bachelor's Degree,Married,2,Owned,Average
35,Female,158122,Master's Degree,Married,0,Owned,High
35,Female,68399,Bachelor's Degree,Married,1,Owned,Average
35,Female,132584,Bachelor's Degree,Single,0,Owned,High
45,Female,93196,Bachelor's Degree,Married,1,Rented,Average
30,Male,143261,Doctorate,Married,0,Owned,High
30,Male,114975,Bachelor's Degree,Married,0,Owned,High
30,Female,95583,Associate's Degree,Married,1,Rented,Average
35,Male,178640,Doctorate,Single,0,Rented,High
45,Female,143265,Doctorate,Married,0,Rented,High
40,Male,175130,Doctorate,Married,3,Owned,High
30,Female,50452,Associate's Degree,Married,1,Owned,Average
40,Male,104580,Associate's Degree,Single,0,Rented,High
30,Male,59090,Associate's Degree,Married,1,Rented,Average
35,Male,83750,Bachelor's Degree,Single,0,Owned,Average
25,Female,107073,Doctorate,Married,1,Rented,High
30,Female,80737,Associate's Degree,Married,2,Rented,Average
50,Male,207628,Doctorate,Married,0,Owned,High
45,Female,175249,Master's Degree,Single,0,Owned,High
35,Male,33206,High School Diploma,Single,0,Rented,Low
40,Male,57352,Associate's Degree,Single,0,Rented,Average
40,Male,186039,Master's Degree,Married,0,Owned,High
25,Male,73253,Bachelor's Degree,Married,3,Rented,Average
30,Male,136466,Bachelor's Degree,Single,0,Owned,High
53,Male,255194,Doctorate,Married,0,Rented,High
45,Female,174919,Doctorate,Married,1,Owned,High
40,Male,166323,Master's Degree,Married,0,Rented,High
45,Male,78016,Associate's Degree,Single,0,Rented,Average
50,Female,77992,High School Diploma,Married,0,Owned,Average
45,Male,211941,Doctorate,Married,0,Rented,High
30,Male,110168,Doctorate,Married,2,Rented,High
30,Male,82593,Associate's Degree,Single,0,Owned,Average
50,Male,133761,Master's Degree,Single,0,Rented,High
35,Male,118511,Bachelor's Degree,Married,1,Rented,High
50,Male,100279,High School Diploma,Married,1,Owned,High
35,Male,179473,Doctorate,Married,3,Rented,High
53,Female,210988,Master's Degree,Married,1,Owned,High
45,Male,168561,Master's Degree,Married,0,Rented,High
45,Female,101428,Associate's Degree,Married,1,Rented,High
45,Male,116148,Associate's Degree,Married,1,Owned,High
35,Female,113007,Bachelor's Degree,Single,0,Owned,High
53,Male,112888,Associate's Degree,Married,1,Owned,High
35,Female,58030,Associate's Degree,Single,0,Owned,Average
25,Male,76709,Associate's Degree,Single,0,Rented,Average
50,Female,66445,High School Diploma,Single,0,Rented,Average
35,Male,102570,Bachelor's Degree,Single,0,Owned,High
45,Female,112286,Bachelor's Degree,Married,0,Owned,High
25,Female,39398,High School Diploma,Single,0,Owned,Low
40,Male,143794,Bachelor's Degree,Married,2,Owned,High
30,Female,82281,Associate's Degree,Single,0,Owned,Average
40,Male,188156,Master's Degree,Single,0,Owned,High
45,Male,191420,Doctorate,Single,0,Rented,High
45,Female,65853,Associate's Degree,Single,0,Owned,Average
35,Female,97221,Associate's Degree,Married,2,Owned,Average
40,Male,84712,High School Diploma,Single,0,Rented,Average
50,Male,100459,Associate's Degree,Married,3,Owned,High
40,Male,88374,High School Diploma,Single,0,Owned,Average
